DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T11:25:41.8921829Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 19,0 | 2025-05-26T12:28:00.3078778Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:28:01.0565449Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:28:09.2564421Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:28:09.9402631Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:28:17.1377470Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:28:17.8847964Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:28:43.2827999Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:28:44.4076371Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:29:00.3373845Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 20,0 | 2025-05-26T12:29:01.0684556Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:29:09.2754824Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:29:09.9594819Z
DADOS | WAVY_19 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:29:17.1612759Z
DADOS | WAVY_20 | AGREGADOR_1 | Temperatura | 18,0 | 2025-05-26T12:29:17.8931223Z
DADOS | WAVY_01 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:29:43.3062115Z
DADOS | WAVY_02 | AGREGADOR_1 | Temperatura | 25,0 | 2025-05-26T12:29:44.4277544Z
DADOS | WAVY_07 | AGREGADOR_1 | Temperatura | 21,0 | 2025-05-26T12:30:00.3521560Z
DADOS | WAVY_08 | AGREGADOR_1 | Temperatura | 22,0 | 2025-05-26T12:30:01.0877031Z
DADOS | WAVY_13 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:30:09.3073313Z
DADOS | WAVY_14 | AGREGADOR_1 | Temperatura | 23,0 | 2025-05-26T12:30:09.9754567Z
DADOS | WAVY_58 | AGREGADOR_1 | Temperatura | 22,0 | 2025-06-02T21:44:41.0763823Z
